provname,year,quintile,itemid,item,binshr,implrealdol
Prince Edward Island,2003,3,74,Spouse Or Common-Law Partner Amount,.2274278104305267,19498.314
Prince Edward Island,2003,4,19,Taxable Capital Gains,.1303168535232544,6709.7119
Prince Edward Island,2003,4,20,Registered Retirement Savings Plan Income,.2004430294036865,7890.0234
Prince Edward Island,2003,4,23,Net Professional Income,.024936318397522,1256.8444
Prince Edward Island,2003,4,33,Total Income Assessed,.2629644274711609,915410.06
Prince Edward Island,2003,4,74,Spouse Or Common-Law Partner Amount,.2073579281568527,17777.641
Prince Edward Island,2003,5,19,Taxable Capital Gains,.8057554364204407,41486.477
Prince Edward Island,2003,5,20,Registered Retirement Savings Plan Income,.5081449812278152,20002.07
Prince Edward Island,2003,5,23,Net Professional Income,.9327283501625061,47011.523
Prince Edward Island,2003,5,33,Total Income Assessed,.3937267065048218,1370608.9
Prince Edward Island,2003,5,74,Spouse Or Common-Law Partner Amount,.176954910159111,15171.066
Prince Edward Island,2004,1,19,Taxable Capital Gains,.0462085604667664,2055.3591
Prince Edward Island,2004,1,20,Registered Retirement Savings Plan Income,.0129584670066833,526.66699
Prince Edward Island,2004,1,23,Net Professional Income,.0039018392562866,194.31339
Prince Edward Island,2004,1,33,Total Income Assessed,.0578086972236633,207076.91
Prince Edward Island,2004,1,74,Spouse Or Common-Law Partner Amount,.1249006986618042,11079.55
Prince Edward Island,2004,2,19,Taxable Capital Gains,.0391646027565002,1742.0436
Prince Edward Island,2004,2,20,Registered Retirement Savings Plan Income,.0335362553596497,1363.0037
Prince Edward Island,2004,2,23,Net Professional Income,.0056838393211365,283.0578
Prince Edward Island,2004,2,33,Total Income Assessed,.1147486567497253,411041.91
Prince Edward Island,2004,2,74,Spouse Or Common-Law Partner Amount,.2014305591583252,17868.273
Prince Edward Island,2004,3,19,Taxable Capital Gains,.0772870182991028,3437.7305
Prince Edward Island,2004,3,20,Registered Retirement Savings Plan Income,.1240379810333252,5041.2373
Prince Edward Island,2004,3,23,Net Professional Income,.0222185254096985,1106.4927
Prince Edward Island,2004,3,33,Total Income Assessed,.1739492416381836,623104.69
Prince Edward Island,2004,3,74,Spouse Or Common-Law Partner Amount,.2612188458442688,23171.906
Prince Edward Island,2004,4,19,Taxable Capital Gains,.1248454451560974,5553.1318
Prince Edward Island,2004,4,20,Registered Retirement Savings Plan Income,.3130188584327698,12721.929
Prince Edward Island,2004,4,23,Net Professional Income,.0281333327293396,1401.0529
Prince Edward Island,2004,4,33,Total Income Assessed,.2625976800918579,940652.88
Prince Edward Island,2004,4,74,Spouse Or Common-Law Partner Amount,.2319434434175491,20574.977
Prince Edward Island,2004,5,19,Taxable Capital Gains,.7124943733215332,31691.785
Prince Edward Island,2004,5,20,Registered Retirement Savings Plan Income,.516448438167572,20989.855
Prince Edward Island,2004,5,23,Net Professional Income,.9400624632835388,46815.539
Prince Edward Island,2004,5,33,Total Income Assessed,.3908957242965698,1400230.1
Prince Edward Island,2004,5,74,Spouse Or Common-Law Partner Amount,.1805064519867301,16012.162
Prince Edward Island,2005,1,19,Taxable Capital Gains,.0251861214637756,968.87872
Prince Edward Island,2005,1,20,Registered Retirement Savings Plan Income,.0488430261611938,2060.6965
Prince Edward Island,2005,1,23,Net Professional Income,.0138780474662781,656.84253
Prince Edward Island,2005,1,33,Total Income Assessed,.0598035454750061,219221.98
Prince Edward Island,2005,2,19,Taxable Capital Gains,.0349951982498169,1346.2217
Prince Edward Island,2005,2,20,Registered Retirement Savings Plan Income,.0465661287307739,1964.6337
Prince Edward Island,2005,2,23,Net Professional Income,.0234135389328003,1108.1536
Prince Edward Island,2005,2,33,Total Income Assessed,.109099268913269,399925.44
Prince Edward Island,2005,3,19,Taxable Capital Gains,.0851330757141113,3274.9634
Prince Edward Island,2005,3,20,Registered Retirement Savings Plan Income,.0850238800048828,3587.1733
Prince Edward Island,2005,3,23,Net Professional Income,.013143002986908,622.05316
Prince Edward Island,2005,3,33,Total Income Assessed,.171708881855011,629433.63
Prince Edward Island,2005,4,19,Taxable Capital Gains,.1683173179626465,6474.9575
Prince Edward Island,2005,4,20,Registered Retirement Savings Plan Income,.4173724055290222,17609.02
Prince Edward Island,2005,4,23,Net Professional Income,.0278329849243164,1317.3242
Prince Edward Island,2005,4,33,Total Income Assessed,.2643360197544098,968977.13
Prince Edward Island,2005,5,19,Taxable Capital Gains,.6863682866096497,26403.732
Prince Edward Island,2005,5,20,Registered Retirement Savings Plan Income,.4021945521235466,16968.664
Prince Edward Island,2005,5,23,Net Professional Income,.9217324256896973,43625.23
Prince Edward Island,2005,5,33,Total Income Assessed,.3950522840023041,1448144
Prince Edward Island,2006,1,19,Taxable Capital Gains,.0324630737304688,2137.2632
Prince Edward Island,2006,1,20,Registered Retirement Savings Plan Income,.0279055833816528,1006.0117
Prince Edward Island,2006,1,23,Net Professional Income,.0090076923370361,411.51871
Prince Edward Island,2006,1,33,Total Income Assessed,.0596948862075806,221127.55
Prince Edward Island,2006,1,89,Public Transit Amount,,
Prince Edward Island,2006,2,19,Taxable Capital Gains,.0240990519523621,1586.6033
Prince Edward Island,2006,2,20,Registered Retirement Savings Plan Income,.0992482304573059,3577.9534
Prince Edward Island,2006,2,23,Net Professional Income,.0284510850906372,1299.795
Prince Edward Island,2006,2,33,Total Income Assessed,.1098541617393494,406932.38
Prince Edward Island,2006,2,89,Public Transit Amount,.692307710647583,10.771719
Prince Edward Island,2006,3,19,Taxable Capital Gains,.0501294732093811,3300.3616
Prince Edward Island,2006,3,20,Registered Retirement Savings Plan Income,.1717454195022583,6191.5171
Prince Edward Island,2006,3,23,Net Professional Income,.0262082815170288,1197.332
Prince Edward Island,2006,3,33,Total Income Assessed,.173842191696167,643963
Prince Edward Island,2006,3,89,Public Transit Amount,,
Prince Edward Island,2006,4,19,Taxable Capital Gains,.1080830693244934,7115.8379
Prince Edward Island,2006,4,20,Registered Retirement Savings Plan Income,.2044608891010284,7370.9277
Prince Edward Island,2006,4,23,Net Professional Income,.0207949876785278,950.02429
Prince Edward Island,2006,4,33,Total Income Assessed,.2637639045715332,977059.63
Prince Edward Island,2006,4,89,Public Transit Amount,,
Prince Edward Island,2006,5,19,Taxable Capital Gains,.7852253317832947,51696.684
Prince Edward Island,2006,5,20,Registered Retirement Savings Plan Income,.4966398775577545,17904.141
Prince Edward Island,2006,5,23,Net Professional Income,.91553795337677,41826.582
Prince Edward Island,2006,5,33,Total Income Assessed,.3928448557853699,1455213.8
Prince Edward Island,2006,5,89,Public Transit Amount,.307692289352417,4.7874303
Prince Edward Island,2007,1,19,Taxable Capital Gains,.013888418674469,800.27264
Prince Edward Island,2007,1,20,Registered Retirement Savings Plan Income,.0497592687606812,2911.2661
Prince Edward Island,2007,1,23,Net Professional Income,.012413501739502,458.60684
Prince Edward Island,2007,1,33,Total Income Assessed,.0593287944793701,232959.02
Prince Edward Island,2007,1,89,Public Transit Amount,.739130437374115,40.246799
Prince Edward Island,2007,2,19,Taxable Capital Gains,.0158455371856689,913.04492
Prince Edward Island,2007,2,20,Registered Retirement Savings Plan Income,.0408617854118347,2390.7009
Prince Edward Island,2007,2,23,Net Professional Income,.016526997089386,610.5766
Prince Edward Island,2007,2,33,Total Income Assessed,.1113821864128113,437350.63
Prince Edward Island,2007,2,89,Public Transit Amount,,
Prince Edward Island,2007,3,19,Taxable Capital Gains,.0584754943847656,3369.4504
Prince Edward Island,2007,3,20,Registered Retirement Savings Plan Income,.0432196259498596,2528.6511
Prince Edward Island,2007,3,23,Net Professional Income,.0214802026748657,793.56879
Prince Edward Island,2007,3,33,Total Income Assessed,.170646607875824,670056.88
Prince Edward Island,2007,3,89,Public Transit Amount,,
Prince Edward Island,2007,4,19,Taxable Capital Gains,.1119170784950256,6448.8394
Prince Edward Island,2007,4,20,Registered Retirement Savings Plan Income,.2476907968521118,14491.648
Prince Edward Island,2007,4,23,Net Professional Income,.0285494327545166,1054.7358
Prince Edward Island,2007,4,33,Total Income Assessed,.2645443379878998,1038753.4
Prince Edward Island,2007,4,89,Public Transit Amount,,
Prince Edward Island,2007,5,19,Taxable Capital Gains,.7998734712600708,46089.977
Prince Edward Island,2007,5,20,Registered Retirement Savings Plan Income,.6184685230255127,36184.746
Prince Edward Island,2007,5,23,Net Professional Income,.9210298657417297,34026.707
Prince Edward Island,2007,5,33,Total Income Assessed,.3940980732440948,1547456
Prince Edward Island,2007,5,89,Public Transit Amount,.260869562625885,14.204753
Prince Edward Island,2008,1,19,Taxable Capital Gains,.0135229229927063,492.25214
Prince Edward Island,2008,1,20,Registered Retirement Savings Plan Income,.0402197241783142,1995.0988
Prince Edward Island,2008,1,23,Net Professional Income,.008885383605957,341.97571
Prince Edward Island,2008,1,33,Total Income Assessed,.0603893995285034,240201.91
Prince Edward Island,2008,1,89,Public Transit Amount,,
Prince Edward Island,2008,2,19,Taxable Capital Gains,.0215649008750916,784.99072
Prince Edward Island,2008,2,20,Registered Retirement Savings Plan Income,.1377614736557007,6833.6558
Prince Edward Island,2008,2,23,Net Professional Income,.0162636041641235,625.94458
Prince Edward Island,2008,2,33,Total Income Assessed,.1100174784660339,437600.09
Prince Edward Island,2008,2,89,Public Transit Amount,,
Prince Edward Island,2008,3,19,Taxable Capital Gains,.0426482558250427,1552.4525
Prince Edward Island,2008,3,20,Registered Retirement Savings Plan Income,.246501624584198,12227.709
Prince Edward Island,2008,3,23,Net Professional Income,.0229460597038269,883.13519
Prince Edward Island,2008,3,33,Total Income Assessed,.173717737197876,690971.13
Prince Edward Island,2008,3,89,Public Transit Amount,,
Prince Edward Island,2008,4,19,Taxable Capital Gains,.0789386630058289,2873.4709
Prince Edward Island,2008,4,20,Registered Retirement Savings Plan Income,.2159890234470367,10714.132
Prince Edward Island,2008,4,23,Net Professional Income,.0574736595153809,2212.0144
Prince Edward Island,2008,4,33,Total Income Assessed,.2652402222156525,1055006.5
Prince Edward Island,2008,4,89,Public Transit Amount,.1012953519821167,8.3305912
Prince Edward Island,2008,5,19,Taxable Capital Gains,.8433252573013306,30698.146
Prince Edward Island,2008,5,20,Registered Retirement Savings Plan Income,.3595281541347504,17834.389
Prince Edward Island,2008,5,23,Net Professional Income,.8944312930107117,34424.375
Prince Edward Island,2008,5,33,Total Income Assessed,.3906351625919342,1553771.1
Prince Edward Island,2008,5,89,Public Transit Amount,.8987046480178833,73.910019
Prince Edward Island,2009,1,19,Taxable Capital Gains,.0201195478439331,674.70441
Prince Edward Island,2009,1,20,Registered Retirement Savings Plan Income,.0406894087791443,1984.4662
Prince Edward Island,2009,1,23,Net Professional Income,.0137057900428772,530.53796
Prince Edward Island,2009,1,33,Total Income Assessed,.0583935976028442,241203.84
Prince Edward Island,2009,1,74,Spouse Or Common-Law Partner Amount,.1550015807151794,6641.0459
Prince Edward Island,2009,1,89,Public Transit Amount,.2019863724708557,38.194195
Prince Edward Island,2009,2,19,Taxable Capital Gains,.0237101912498474,795.11578
Prince Edward Island,2009,2,20,Registered Retirement Savings Plan Income,.0788328647613525,3844.7634
Prince Edward Island,2009,2,23,Net Professional Income,.0118399262428284,458.31216
Prince Edward Island,2009,2,33,Total Income Assessed,.1145672798156738,473238
Prince Edward Island,2009,2,74,Spouse Or Common-Law Partner Amount,.1704816818237305,7304.291
Prince Edward Island,2009,2,89,Public Transit Amount,.2133123278617859,40.335854
Prince Edward Island,2009,3,19,Taxable Capital Gains,.0409231781959534,1372.3494
Prince Edward Island,2009,3,20,Registered Retirement Savings Plan Income,.1583938598632813,7725.0386
Prince Edward Island,2009,3,23,Net Professional Income,.0266039371490479,1029.8129
Prince Edward Island,2009,3,33,Total Income Assessed,.1742845177650452,719909.38
Prince Edward Island,2009,3,74,Spouse Or Common-Law Partner Amount,.2143933475017548,9185.6875
Prince Edward Island,2009,3,89,Public Transit Amount,.1710886657238007,32.351658
Prince Edward Island,2009,4,19,Taxable Capital Gains,.0919054746627808,3082.0288
Prince Edward Island,2009,4,20,Registered Retirement Savings Plan Income,.2949331998825073,14384.209
Prince Edward Island,2009,4,23,Net Professional Income,.0559961795806885,2167.5583
Prince Edward Island,2009,4,33,Total Income Assessed,.2635553777217865,1088656.5
Prince Edward Island,2009,4,74,Spouse Or Common-Law Partner Amount,.234623596072197,10052.452
Prince Edward Island,2009,4,89,Public Transit Amount,.2022072672843933,38.235966
Prince Edward Island,2009,5,19,Taxable Capital Gains,.8233416080474854,27610.57
Prince Edward Island,2009,5,20,Registered Retirement Savings Plan Income,.4271506667137146,20832.598
Prince Edward Island,2009,5,23,Net Professional Income,.8918541669845581,34522.816
Prince Edward Island,2009,5,33,Total Income Assessed,.3891992270946503,1607648
Prince Edward Island,2009,5,74,Spouse Or Common-Law Partner Amount,.2254997957497835,9661.543
Prince Edward Island,2009,5,89,Public Transit Amount,.2114053644472733,39.975258
Prince Edward Island,2010,1,19,Taxable Capital Gains,.0125063061714172,647.20752
Prince Edward Island,2010,1,20,Registered Retirement Savings Plan Income,.0375692248344421,1980.8737
Prince Edward Island,2010,1,23,Net Professional Income,.0150039196014404,541.30743
Prince Edward Island,2010,1,33,Total Income Assessed,.0578536987304688,244104.45
Prince Edward Island,2010,1,74,Spouse Or Common-Law Partner Amount,.1529900431632996,6094.4492
Prince Edward Island,2010,1,89,Public Transit Amount,.2700740694999695,44.060085
Prince Edward Island,2010,2,19,Taxable Capital Gains,.0195675492286682,1012.6304
Prince Edward Island,2010,2,20,Registered Retirement Savings Plan Income,.0825126171112061,4350.5571
Prince Edward Island,2010,2,23,Net Professional Income,.0182967782020569,660.10632
Prince Edward Island,2010,2,33,Total Income Assessed,.1144797205924988,483028.91
Prince Edward Island,2010,2,74,Spouse Or Common-Law Partner Amount,.1755494475364685,6993.1167
Prince Edward Island,2010,2,89,Public Transit Amount,.1565674543380737,25.542532
Prince Edward Island,2010,3,19,Taxable Capital Gains,.0411471724510193,2129.3865
Prince Edward Island,2010,3,20,Registered Retirement Savings Plan Income,.1619990468025208,8541.5557
Prince Edward Island,2010,3,23,Net Professional Income,.0277727246284485,1001.977
Prince Edward Island,2010,3,33,Total Income Assessed,.1755304932594299,740622.94
Prince Edward Island,2010,3,74,Spouse Or Common-Law Partner Amount,.214276522397995,8535.832
Prince Edward Island,2010,3,89,Public Transit Amount,.1414859890937805,23.08213
Prince Edward Island,2010,4,19,Taxable Capital Gains,.082343578338623,4261.3208
Prince Edward Island,2010,4,20,Registered Retirement Savings Plan Income,.2849205136299133,15022.709
Prince Edward Island,2010,4,23,Net Professional Income,.0410416126251221,1480.6884
Prince Edward Island,2010,4,33,Total Income Assessed,.2624973058700562,1107565.5
Prince Edward Island,2010,4,74,Spouse Or Common-Law Partner Amount,.2316267788410187,9226.9902
Prince Edward Island,2010,4,89,Public Transit Amount,.2093091011047363,34.146843
Prince Edward Island,2010,5,19,Taxable Capital Gains,.8444353938102722,43699.949
Prince Edward Island,2010,5,20,Registered Retirement Savings Plan Income,.4329985976219177,22830.27
Prince Edward Island,2010,5,23,Net Professional Income,.8978849649429321,32393.654
Prince Edward Island,2010,5,33,Total Income Assessed,.3896387815475464,1644018.8
Prince Edward Island,2010,5,74,Spouse Or Common-Law Partner Amount,.225557204335928,8985.2051
Prince Edward Island,2010,5,89,Public Transit Amount,.2225633891066536,36.309158
Prince Edward Island,2011,1,19,Taxable Capital Gains,.0186641812324524,826.6261
Prince Edward Island,2011,1,20,Registered Retirement Savings Plan Income,.0370802879333496,2046.4315
Prince Edward Island,2011,1,23,Net Professional Income,.0149242877960205,494.37952
Prince Edward Island,2011,1,33,Total Income Assessed,.0579676628112793,250040.5
Prince Edward Island,2011,1,74,Spouse Or Common-Law Partner Amount,.1694285869598389,6758.499
Prince Edward Island,2011,1,89,Public Transit Amount,.2610169649124146,50.788628
Prince Edward Island,2011,2,19,Taxable Capital Gains,.0282389521598816,1250.6873
Prince Edward Island,2011,2,20,Registered Retirement Savings Plan Income,.0704666376113892,3888.9976
Prince Edward Island,2011,2,23,Net Professional Income,.0195308923721313,646.97711
Prince Edward Island,2011,2,33,Total Income Assessed,.1132359504699707,488437.38
Prince Edward Island,2011,2,74,Spouse Or Common-Law Partner Amount,.1830645203590393,7302.436
Prince Edward Island,2011,2,89,Public Transit Amount,.1495059728622437,29.090841
Prince Edward Island,2011,3,19,Taxable Capital Gains,.0600926280021667,2661.4688
Prince Edward Island,2011,3,20,Registered Retirement Savings Plan Income,.1648412942886353,9097.46
Prince Edward Island,2011,3,23,Net Professional Income,.0263273119926453,872.1142
Prince Edward Island,2011,3,33,Total Income Assessed,.1772511005401611,764563.38
Prince Edward Island,2011,3,74,Spouse Or Common-Law Partner Amount,.2051140367984772,8181.9902
Prince Edward Island,2011,3,89,Public Transit Amount,.1853581964969635,36.066959
Prince Edward Island,2011,4,19,Taxable Capital Gains,.1027616262435913,4551.2544
Prince Edward Island,2011,4,20,Registered Retirement Savings Plan Income,.2860596179962158,15787.402
Prince Edward Island,2011,4,23,Net Professional Income,.0648652315139771,2148.7151
Prince Edward Island,2011,4,33,Total Income Assessed,.2625923454761505,1132678.4
Prince Edward Island,2011,4,74,Spouse Or Common-Law Partner Amount,.2086692452430725,8323.8076
Prince Edward Island,2011,4,89,Public Transit Amount,.1910331547260284,37.171192
Prince Edward Island,2011,5,19,Taxable Capital Gains,.790242612361908,34999.402
Prince Edward Island,2011,5,20,Registered Retirement Savings Plan Income,.4415521621704102,24368.912
Prince Edward Island,2011,5,23,Net Professional Income,.8743522763252258,28963.65
Prince Edward Island,2011,5,33,Total Income Assessed,.3889529407024384,1677728.3
Prince Edward Island,2011,5,74,Spouse Or Common-Law Partner Amount,.233723608776927,9323.2246
Prince Edward Island,2011,5,89,Public Transit Amount,.2130857145530172,41.462173
Prince Edward Island,2012,1,19,Taxable Capital Gains,.0134074091911316,647.36444
Prince Edward Island,2012,1,20,Registered Retirement Savings Plan Income,.0409628748893738,2099.9463
Prince Edward Island,2012,1,23,Net Professional Income,.0190897583961487,604.69745
Prince Edward Island,2012,1,33,Total Income Assessed,.0577232241630554,252707.02
Prince Edward Island,2012,1,74,Spouse Or Common-Law Partner Amount,.1702015995979309,6975.1802
Prince Edward Island,2012,1,89,Public Transit Amount,.3413007855415344,61.51897
Prince Edward Island,2012,2,19,Taxable Capital Gains,.0227400064468384,1097.9803
Prince Edward Island,2012,2,20,Registered Retirement Savings Plan Income,.0802542567253113,4114.2041
Prince Edward Island,2012,2,23,Net Professional Income,.021882176399231,693.15155
Prince Edward Island,2012,2,33,Total Income Assessed,.1131811141967773,495496.63
Prince Edward Island,2012,2,74,Spouse Or Common-Law Partner Amount,.1845903396606445,7564.8574
Prince Edward Island,2012,2,89,Public Transit Amount,.2066954672336578,37.256557
Prince Edward Island,2012,3,19,Taxable Capital Gains,.0428058505058289,2066.8413
Prince Edward Island,2012,3,20,Registered Retirement Savings Plan Income,.1542887091636658,7909.5522
Prince Edward Island,2012,3,23,Net Professional Income,.0339273810386658,1074.7019
Prince Edward Island,2012,3,33,Total Income Assessed,.1766021847724915,773148.31
Prince Edward Island,2012,3,74,Spouse Or Common-Law Partner Amount,.2128069400787354,8721.2266
Prince Edward Island,2012,3,89,Public Transit Amount,.164679616689682,29.683262
Prince Edward Island,2012,4,19,Taxable Capital Gains,.0874876379966736,4224.2603
Prince Edward Island,2012,4,20,Registered Retirement Savings Plan Income,.2991331517696381,15334.947
Prince Edward Island,2012,4,23,Net Professional Income,.0566132664680481,1793.3123
Prince Edward Island,2012,4,33,Total Income Assessed,.263238400220871,1152433.8
Prince Edward Island,2012,4,74,Spouse Or Common-Law Partner Amount,.2034353762865067,8337.1621
Prince Edward Island,2012,4,89,Public Transit Amount,.1700917333364487,30.658789
Prince Edward Island,2012,5,19,Taxable Capital Gains,.8335590958595276,40247.637
Prince Edward Island,2012,5,20,Registered Retirement Savings Plan Income,.4253610000014305,21805.971
Prince Edward Island,2012,5,23,Net Professional Income,.8684874176979065,27510.674
Prince Edward Island,2012,5,33,Total Income Assessed,.3892550766468048,1704123.3
Prince Edward Island,2012,5,74,Spouse Or Common-Law Partner Amount,.2289657443761826,9383.4443
Prince Edward Island,2012,5,89,Public Transit Amount,.1172323953360319,21.13097
Prince Edward Island,2013,1,19,Taxable Capital Gains,.0116485357284546,905.67566
Prince Edward Island,2013,1,20,Registered Retirement Savings Plan Income,.0310197472572327,1847.5813
Prince Edward Island,2013,1,23,Net Professional Income,.0193183422088623,590.65875
Prince Edward Island,2013,1,33,Total Income Assessed,.0562480092048645,254853.13
Prince Edward Island,2013,1,74,Spouse Or Common-Law Partner Amount,.168989360332489,7136.7856
Prince Edward Island,2013,1,89,Public Transit Amount,.3176376819610596,62.057182
Prince Edward Island,2013,2,19,Taxable Capital Gains,.0197553038597107,1535.9783
Prince Edward Island,2013,2,20,Registered Retirement Savings Plan Income,.0755508542060852,4499.9189
Prince Edward Island,2013,2,23,Net Professional Income,.0244348049163818,747.09473
Prince Edward Island,2013,2,33,Total Income Assessed,.1112950444221497,504264.78
Prince Edward Island,2013,2,74,Spouse Or Common-Law Partner Amount,.1796300411224365,7586.1646
Prince Edward Island,2013,2,89,Public Transit Amount,.1723206639289856,33.666454
Prince Edward Island,2013,3,19,Taxable Capital Gains,.0385492444038391,2997.2104
Prince Edward Island,2013,3,20,Registered Retirement Savings Plan Income,.147448718547821,8782.2607
Prince Edward Island,2013,3,23,Net Professional Income,.0316752195358276,968.47058
Prince Edward Island,2013,3,33,Total Income Assessed,.1732038259506226,784766.19
Prince Edward Island,2013,3,74,Spouse Or Common-Law Partner Amount,.2095557153224945,8849.9902
Prince Edward Island,2013,3,89,Public Transit Amount,.1531091630458832,29.913086
Prince Edward Island,2013,4,19,Taxable Capital Gains,.0667555928230286,5190.2588
Prince Edward Island,2013,4,20,Registered Retirement Savings Plan Income,.2749810814857483,16378.273
Prince Edward Island,2013,4,23,Net Professional Income,.0713170766830444,2180.5212
Prince Edward Island,2013,4,33,Total Income Assessed,.2616635262966156,1185566.8
Prince Edward Island,2013,4,74,Spouse Or Common-Law Partner Amount,.2102279514074326,8878.3809
Prince Edward Island,2013,4,89,Public Transit Amount,.1801922023296356,35.204327
Prince Edward Island,2013,5,19,Taxable Capital Gains,.863291323184967,67121.047
Prince Edward Island,2013,5,20,Registered Retirement Savings Plan Income,.4709995910525322,28053.422
Prince Edward Island,2013,5,23,Net Professional Income,.8532545566558838,26088.277
Prince Edward Island,2013,5,33,Total Income Assessed,.3975895866751671,1801431.8
Prince Edward Island,2013,5,74,Spouse Or Common-Law Partner Amount,.2315969318151474,9780.8389
Prince Edward Island,2013,5,89,Public Transit Amount,.176740288734436,34.529922
Prince Edward Island,2014,1,19,Taxable Capital Gains,.0180827379226685,1145.7091
Prince Edward Island,2014,1,20,Registered Retirement Savings Plan Income,.0320709943771362,2015.0919
Prince Edward Island,2014,1,23,Net Professional Income,.021933913230896,606.85309
Prince Edward Island,2014,1,33,Total Income Assessed,.0562826991081238,260188.08
Prince Edward Island,2014,1,74,Spouse Or Common-Law Partner Amount,.1822239756584167,7702.228
Prince Edward Island,2014,1,89,Public Transit Amount,.3582935333251953,79.907318
Prince Edward Island,2014,2,19,Taxable Capital Gains,.0278642177581787,1765.4565
Prince Edward Island,2014,2,20,Registered Retirement Savings Plan Income,.0699751973152161,4396.6973
Prince Edward Island,2014,2,23,Net Professional Income,.0316006541252136,874.30615
Prince Edward Island,2014,2,33,Total Income Assessed,.1111807823181152,513975.25
Prince Edward Island,2014,2,74,Spouse Or Common-Law Partner Amount,.1745634078979492,7378.4316
Prince Edward Island,2014,2,89,Public Transit Amount,.1952550411224365,43.546158
Prince Edward Island,2014,3,19,Taxable Capital Gains,.05949866771698,3769.7922
Prince Edward Island,2014,3,20,Registered Retirement Savings Plan Income,.1479170322418213,9293.9561
Prince Edward Island,2014,3,23,Net Professional Income,.052121639251709,1442.0673
Prince Edward Island,2014,3,33,Total Income Assessed,.1746720671653748,807487.75
Prince Edward Island,2014,3,74,Spouse Or Common-Law Partner Amount,.2017054259777069,8525.668
Prince Edward Island,2014,3,89,Public Transit Amount,.1731930077075958,38.625839
Prince Edward Island,2014,4,19,Taxable Capital Gains,.1146027445793152,7261.146
Prince Edward Island,2014,4,20,Registered Retirement Savings Plan Income,.2611350119113922,16407.693
Prince Edward Island,2014,4,23,Net Professional Income,.0719523429870605,1990.7302
Prince Edward Island,2014,4,33,Total Income Assessed,.2651161551475525,1225599.8
Prince Edward Island,2014,4,74,Spouse Or Common-Law Partner Amount,.2104057371616364,8893.4121
Prince Edward Island,2014,4,89,Public Transit Amount,.1512059643864632,33.722248
Prince Edward Island,2014,5,19,Taxable Capital Gains,.7799516320228577,49417.164
Prince Edward Island,2014,5,20,Registered Retirement Savings Plan Income,.4889017716050148,30718.785
Prince Edward Island,2014,5,23,Net Professional Income,.8223914504051208,22753.387
Prince Edward Island,2014,5,33,Total Income Assessed,.3927482962608337,1815627.6
Prince Edward Island,2014,5,74,Spouse Or Common-Law Partner Amount,.2311014533042908,9768.1777
Prince Edward Island,2014,5,89,Public Transit Amount,.1220524534583092,27.220375
Prince Edward Island,2015,1,19,Taxable Capital Gains,.0145584344863892,1283.2595
Prince Edward Island,2015,1,20,Registered Retirement Savings Plan Income,.0270300507545471,1739.6636
Prince Edward Island,2015,1,23,Net Professional Income,.0222947597503662,627.72168
Prince Edward Island,2015,1,33,Total Income Assessed,.0574383139610291,272780.56
Prince Edward Island,2015,1,74,Spouse Or Common-Law Partner Amount,.1742096543312073,6983.8452
Prince Edward Island,2015,1,89,Public Transit Amount,.2549558877944946,56.577438
Prince Edward Island,2015,2,19,Taxable Capital Gains,.02625972032547,2314.6743
Prince Edward Island,2015,2,20,Registered Retirement Savings Plan Income,.0682933330535889,4395.3828
Prince Edward Island,2015,2,23,Net Professional Income,.026126503944397,735.60663
Prince Edward Island,2015,2,33,Total Income Assessed,.1117329597473145,530631.5
Prince Edward Island,2015,2,74,Spouse Or Common-Law Partner Amount,.1861808300018311,7463.7544
Prince Edward Island,2015,2,89,Public Transit Amount,.2378497123718262,52.781395
Prince Edward Island,2015,3,19,Taxable Capital Gains,.0431614518165588,3804.4846
Prince Edward Island,2015,3,20,Registered Retirement Savings Plan Income,.1437172293663025,9249.6914
Prince Edward Island,2015,3,23,Net Professional Income,.040500283241272,1140.3086
Prince Edward Island,2015,3,33,Total Income Assessed,.1745948195457458,829169.06
Prince Edward Island,2015,3,74,Spouse Or Common-Law Partner Amount,.2087234258651733,8367.459
Prince Edward Island,2015,3,89,Public Transit Amount,.1632876694202423,36.235279
Prince Edward Island,2015,4,19,Taxable Capital Gains,.085087776184082,7500.0986
Prince Edward Island,2015,4,20,Registered Retirement Savings Plan Income,.2390905618667603,15387.952
Prince Edward Island,2015,4,23,Net Professional Income,.07645583152771,2152.6575
Prince Edward Island,2015,4,33,Total Income Assessed,.2616492211818695,1242599.5
Prince Edward Island,2015,4,74,Spouse Or Common-Law Partner Amount,.2080001085996628,8338.4619
Prince Edward Island,2015,4,89,Public Transit Amount,.1709170490503311,37.928322
Prince Edward Island,2015,5,19,Taxable Capital Gains,.8309326171875,73242.914
Prince Edward Island,2015,5,20,Registered Retirement Savings Plan Income,.5218688249588013,33587.66
Prince Edward Island,2015,5,23,Net Professional Income,.8346226215362549,23499.275
Prince Edward Island,2015,5,33,Total Income Assessed,.3945846855640411,1873923.9
Prince Edward Island,2015,5,74,Spouse Or Common-Law Partner Amount,.2228859774768353,8935.2178
Prince Edward Island,2015,5,89,Public Transit Amount,.1729896813631058,38.38826
Prince Edward Island,2016,1,19,Taxable Capital Gains,.0147007703781128,1048.0983
Prince Edward Island,2016,1,20,Registered Retirement Savings Plan Income,.0298089981079102,1802.2689
Prince Edward Island,2016,1,23,Net Professional Income,.0229209065437317,645.64276
